user_id,age,country,income_level,investment_experience,num_investments,total_invested
1613,45,Austria,High,Intermediate,17,27364.83
1614,39,Spain,Medium,Novice,10,18422.17
1615,60,Germany,Medium,Intermediate,10,15818.06
1616,49,Germany,Medium,Novice,15,34731.64
1617,53,Germany,High,Novice,10,17768.21
1618,43,Germany,Medium,Intermediate,9,18425.91
1619,56,Austria,High,Novice,19,42606.25
1620,59,Sweden,Low,Novice,15,32491.55
1621,26,Spain,High,Intermediate,12,23772.01
1622,18,Austria,Low,Novice,8,10371.4
1623,52,Netherlands,Medium,Intermediate,12,34477.49
1624,30,France,Medium,Novice,12,27787.03
1625,54,Austria,High,Novice,20,31339.33
1626,45,Sweden,High,Novice,10,21905.83
1627,23,Spain,Low,Expert,13,30660.07
1628,43,Austria,Low,Novice,16,29716.53
1629,41,Spain,High,Novice,20,31619.19
1630,53,Austria,High,Novice,20,33207.53
1631,36,Austria,Low,Novice,20,37651.77
1632,55,Italy,Medium,Intermediate,17,38429.15
1633,43,Italy,Medium,Novice,8,16570.31
1634,29,Italy,Low,Intermediate,17,47710.65
1635,41,Austria,Medium,Novice,8,16346.81
1636,60,France,Low,Novice,19,70142.08
1637,19,France,Medium,Novice,19,29143.65
1638,45,France,Low,Intermediate,16,28656.49
1639,44,Austria,Medium,Intermediate,13,37836.53
1640,56,Italy,Medium,Novice,18,24733.53
1641,45,Spain,High,Novice,16,50651.36
1642,32,France,Medium,Novice,9,21299.45
1643,49,Austria,Medium,Intermediate,9,39165.73
1644,35,Italy,High,Intermediate,20,36985.19
1645,20,Germany,Medium,Intermediate,14,21178.31
1646,25,Spain,Medium,Intermediate,6,14490.45
1647,27,Sweden,Medium,Expert,9,12340.19
1648,35,Italy,Medium,Intermediate,10,37504.38
1649,57,Germany,Low,Intermediate,9,30588.49
1650,60,Sweden,Low,Intermediate,17,32345.37
1651,55,Netherlands,Medium,Expert,11,23210.29
1652,52,Austria,Low,Novice,13,39665.33
1653,48,Spain,Medium,Novice,11,32962.78
1654,36,Netherlands,Low,Intermediate,18,30588.58
1655,56,Sweden,Medium,Intermediate,16,24345.74
1656,34,Germany,Medium,Intermediate,19,28264.91
1657,54,Germany,Medium,Novice,10,23926.78
1658,65,Spain,Low,Novice,14,12565.93
1659,26,Spain,Low,Intermediate,16,37687.27
1660,34,France,Medium,Novice,11,23245.36
1661,34,Germany,Medium,Intermediate,9,29535.79
1662,55,Sweden,Low,Novice,19,31232.52
1663,29,Netherlands,Medium,Novice,11,23381.64
1664,29,Austria,Medium,Novice,9,18245.89
1665,23,France,Medium,Expert,19,34175.66
1666,49,Austria,High,Intermediate,18,27217.72
1667,33,Sweden,Medium,Intermediate,17,24873.42
1668,31,Spain,Medium,Novice,12,18806.77
1669,59,Netherlands,Medium,Novice,18,24215.85
1670,28,Italy,Medium,Novice,16,27924.04
1671,65,Austria,High,Novice,11,31375.64
1672,61,Sweden,Medium,Novice,12,15024.06
1673,51,Austria,Medium,Novice,12,24089.99
1674,46,Italy,Medium,Expert,16,35176.95
1675,61,Germany,Low,Intermediate,6,7371.16
1676,40,Austria,Medium,Expert,11,10408.09
1677,35,Netherlands,Low,Expert,18,43108.98
1678,34,Sweden,Medium,Novice,7,28438.32
1679,61,Sweden,Low,Intermediate,18,36059.47
1680,30,Spain,Medium,Intermediate,5,6698.49
1681,29,Netherlands,Medium,Intermediate,11,23744.22
1682,22,Germany,Medium,Intermediate,17,33582.48
1683,61,Italy,Medium,Intermediate,19,42451.55
1684,34,France,Low,Intermediate,18,21900.3
1685,21,Spain,Medium,Expert,5,6453.9
1686,56,Sweden,Low,Expert,10,19374.11
1687,23,Austria,Medium,Novice,18,26683.12
1688,59,Spain,High,Novice,11,15496.49
1689,25,Sweden,Low,Novice,11,14115.27
1690,60,Germany,Medium,Expert,19,49177.4
1691,35,Austria,Medium,Expert,11,25261.33
1692,38,Netherlands,Low,Novice,5,5333.3
1693,21,Italy,Medium,Expert,11,16157.71
1694,34,Austria,Low,Novice,14,26293.33
1695,49,France,Medium,Novice,5,12933.95
1696,49,Germany,Low,Intermediate,18,40101.83
1697,31,Spain,Medium,Expert,15,23202.99
1698,63,Netherlands,Low,Novice,12,20171.59
1699,54,Sweden,Low,Novice,17,32411.33
1700,49,France,Medium,Novice,5,6863.09
1701,20,Sweden,Medium,Novice,13,25563.45
1702,39,Italy,Medium,Intermediate,6,8136.44
1703,49,Italy,Medium,Expert,11,23887.51
1704,22,Spain,Low,Novice,15,28417.56
1705,62,Austria,Medium,Novice,19,42780.5
1706,52,Netherlands,Medium,Novice,13,18705.81
1707,21,Sweden,High,Intermediate,5,4575.61
1708,41,Spain,High,Novice,12,20067.83
1709,47,Austria,Medium,Intermediate,5,9527.25
1710,29,Spain,Low,Novice,16,35382.28
1711,30,Netherlands,Medium,Expert,5,9834.31
1712,58,Sweden,Medium,Novice,17,39720.84
1713,58,Italy,Medium,Novice,17,26362.63
1714,30,Germany,Medium,Intermediate,16,36722.78
1715,49,Italy,Low,Intermediate,19,25725.0
1716,37,Italy,Medium,Expert,9,12643.85
1717,46,Germany,Low,Novice,19,28207.73
1718,64,Germany,Medium,Novice,18,44931.96
1719,59,Sweden,Medium,Expert,15,25531.95
1720,52,France,Medium,Novice,11,27357.0
1721,22,Germany,Medium,Novice,11,19342.45
1722,19,Italy,High,Intermediate,5,15329.57
1723,33,Sweden,Medium,Novice,9,13374.95
1724,58,Germany,High,Expert,18,27777.68
1725,24,Italy,Medium,Expert,19,30089.55
1726,22,Austria,High,Novice,15,25119.0
1727,56,Austria,Medium,Novice,12,24039.43
1728,30,Italy,Medium,Expert,15,36155.92
1729,65,Sweden,Medium,Novice,8,22013.55
1730,61,Spain,Medium,Novice,8,17995.95
1731,31,Austria,Low,Novice,18,27171.63
1732,22,Germany,Low,Intermediate,17,33051.97
1733,28,Sweden,Medium,Novice,7,2726.11
1734,33,Spain,Low,Novice,16,26651.03
1735,58,Spain,Medium,Novice,9,15382.6
1736,49,Germany,Low,Novice,10,19740.36
1737,23,Sweden,Medium,Expert,16,44240.08
1738,44,Sweden,High,Intermediate,8,13378.22
1739,62,France,Low,Intermediate,14,32227.73
1740,51,Italy,Medium,Expert,18,17794.64
1741,57,Sweden,Low,Novice,13,17744.16
1742,49,Spain,High,Intermediate,16,34244.2
1743,37,Netherlands,Medium,Intermediate,13,28767.69
1744,30,Germany,High,Expert,14,32010.41
1745,57,Netherlands,High,Expert,16,35971.61
1746,50,France,Medium,Intermediate,6,9679.27
1747,31,Netherlands,Low,Novice,14,31472.42
1748,27,Sweden,High,Expert,20,37637.78
1749,49,France,Low,Expert,8,18437.16
1750,21,Sweden,Medium,Novice,19,32118.57
1751,34,Netherlands,Medium,Expert,16,52709.03
1752,47,Germany,Low,Novice,18,34703.34
1753,52,France,Low,Novice,19,38447.02
1754,50,Germany,Low,Novice,12,23426.85
1755,46,Spain,Medium,Novice,18,46161.5
1756,65,Sweden,High,Novice,14,47064.68
1757,25,Netherlands,Low,Novice,6,4878.62
1758,44,Austria,Low,Expert,6,12365.78
1759,22,Italy,Medium,Novice,17,31994.1
1760,45,France,Low,Intermediate,20,55331.26
1761,29,Italy,Medium,Novice,12,34541.65
1762,30,Sweden,Medium,Novice,15,14760.52
1763,39,France,Low,Intermediate,7,13472.13
1764,35,France,Low,Novice,17,54594.65
1765,44,France,Medium,Novice,19,32075.94
1766,36,Spain,Low,Intermediate,6,6750.51
1767,57,France,Medium,Intermediate,19,31770.86
1768,32,Germany,Medium,Intermediate,13,36472.02
1769,31,Spain,Medium,Novice,6,11967.38
1770,18,Sweden,Medium,Expert,12,18420.53
1771,33,Netherlands,Medium,Novice,11,22417.78
1772,55,France,High,Expert,11,39075.09
1773,44,Germany,Low,Novice,16,37528.03
1774,50,Germany,Medium,Novice,13,32044.5
1775,62,Austria,Low,Novice,13,24527.04
1776,23,Spain,Medium,Intermediate,9,15865.37
1777,44,France,Low,Novice,13,27212.39
1778,59,Germany,Low,Intermediate,5,4647.11
1779,28,Sweden,Medium,Intermediate,18,33511.22
1780,55,Germany,High,Novice,12,26628.85
1781,26,Austria,Medium,Novice,8,15054.86
1782,41,Sweden,Medium,Intermediate,7,20614.26
1783,58,Germany,Medium,Intermediate,20,59719.97
1784,51,Germany,Low,Intermediate,17,14838.33
1785,62,Spain,Medium,Intermediate,11,21862.39
1786,61,Germany,Medium,Novice,18,30229.89
1787,21,Spain,High,Intermediate,16,30359.86
1788,21,Germany,Medium,Novice,6,9236.07
1789,20,Netherlands,Medium,Intermediate,15,28720.31
1790,63,Germany,Medium,Intermediate,14,23939.52
1791,26,Netherlands,Low,Novice,20,51145.42
1792,48,Sweden,High,Intermediate,8,9422.47
1793,62,France,Medium,Intermediate,14,28718.14
1794,38,Netherlands,High,Intermediate,16,40114.38
1795,45,Netherlands,Low,Novice,15,30295.37
1796,46,Italy,Medium,Expert,17,43358.91
1797,48,Sweden,Medium,Expert,12,21392.83
1798,36,Italy,Medium,Intermediate,5,3104.67
1799,62,Austria,High,Expert,16,27157.96
1800,30,Italy,Low,Novice,10,24120.63
1801,29,Netherlands,High,Novice,9,13992.88
1802,28,Netherlands,Low,Novice,10,10108.87
1803,27,Austria,Low,Expert,20,35277.22
1804,19,Netherlands,Medium,Intermediate,14,27639.06
1805,26,Italy,Medium,Novice,8,27701.28
1806,59,Germany,Low,Novice,16,39802.82
1807,32,Austria,High,Intermediate,9,34694.31
1808,44,Spain,Medium,Intermediate,9,12438.33
1809,38,Italy,Medium,Intermediate,20,44795.55
1810,53,Italy,Medium,Intermediate,6,12809.05
1811,37,France,Medium,Novice,5,15942.0
1812,41,Netherlands,Medium,Novice,17,27042.24
1813,40,Netherlands,Medium,Novice,5,16864.38
1814,28,Sweden,Medium,Novice,17,29203.66
1815,29,Austria,Medium,Expert,12,18357.47
1816,27,France,Low,Novice,14,24907.59
1817,38,Spain,Low,Novice,6,15890.45
1818,29,France,Medium,Novice,15,34398.63
1819,38,Netherlands,Low,Novice,13,24847.66
1820,28,Spain,Medium,Expert,15,28142.8
1821,43,Italy,Medium,Expert,15,25392.1
1822,38,France,Low,Intermediate,10,8756.52
1823,50,Netherlands,Medium,Novice,9,18019.21
1824,36,Austria,High,Intermediate,20,34053.41
1825,27,Austria,Medium,Expert,7,7059.6
1826,46,Netherlands,Medium,Intermediate,20,30057.81
1827,20,France,Medium,Novice,20,41347.43
1828,19,Italy,Medium,Novice,18,32495.79
1829,40,Germany,Medium,Intermediate,20,32852.57
1830,30,Spain,Medium,Intermediate,8,14857.19
1831,35,France,Low,Intermediate,17,23816.57
1832,46,Sweden,Medium,Novice,10,13660.18
1833,50,Italy,Low,Novice,10,32689.29
1834,56,Spain,High,Expert,9,14906.48
1835,41,Italy,Low,Expert,7,17489.53
1836,41,Italy,Medium,Novice,20,49464.64
1837,40,Netherlands,High,Expert,8,7409.04
1838,23,France,Medium,Novice,20,33539.04
1839,44,Austria,Medium,Novice,7,19134.8
1840,64,Italy,Medium,Novice,11,20975.02
1841,55,Spain,Low,Novice,14,37753.11
1842,48,Austria,Medium,Novice,15,24427.26
1843,55,Austria,Medium,Novice,15,34651.74
1844,58,Netherlands,Medium,Intermediate,9,13451.68
1845,63,Spain,Medium,Novice,17,41212.57
1846,29,Austria,Medium,Intermediate,5,10101.91
1847,20,Austria,High,Expert,20,35515.78
1848,37,Italy,Medium,Novice,5,6256.3
1849,19,Austria,Low,Novice,10,12279.31
1850,58,Austria,Medium,Novice,9,15014.49
1851,60,Netherlands,Medium,Novice,11,18931.94
1852,62,Sweden,Low,Novice,6,11715.07
1853,35,Italy,High,Novice,9,14870.43
1854,65,Netherlands,Medium,Intermediate,19,39890.93
1855,34,Sweden,Medium,Expert,10,16829.44
1856,25,Netherlands,Medium,Intermediate,12,26259.76
1857,34,France,Medium,Novice,17,31138.59
1858,47,Sweden,Low,Novice,17,22148.3
1859,35,Netherlands,Medium,Expert,13,25385.95
1860,40,Germany,Low,Intermediate,12,23447.31
1861,22,Spain,Low,Intermediate,15,24104.91
1862,24,Spain,Medium,Intermediate,14,22613.31
1863,38,Austria,High,Intermediate,12,33263.78
1864,35,Sweden,Medium,Novice,13,28453.92
1865,52,Spain,Medium,Novice,10,24590.37
1866,26,Spain,Low,Intermediate,12,29845.74
1867,44,Netherlands,High,Novice,14,56576.05
1868,31,France,Medium,Expert,20,49092.56
1869,53,Spain,Medium,Expert,15,21900.03
1870,52,Sweden,Medium,Intermediate,8,13173.23
1871,25,Italy,Medium,Novice,6,5581.52
1872,26,Germany,Medium,Novice,15,38614.64
1873,41,France,High,Expert,6,19777.29
1874,56,Spain,Medium,Novice,13,24357.1
1875,63,Netherlands,Low,Expert,18,24130.9
1876,32,France,High,Novice,15,36538.03
1877,32,Netherlands,Low,Novice,8,12796.07
1878,23,Italy,Medium,Intermediate,13,34105.31
1879,22,Germany,Medium,Intermediate,9,23197.19
1880,20,France,Low,Intermediate,19,44194.25
1881,50,Spain,Low,Novice,8,15666.19
1882,34,Germany,Low,Intermediate,14,29571.44
1883,24,Austria,Low,Intermediate,8,19737.18
1884,55,France,Low,Novice,14,20651.87
1885,23,France,High,Expert,16,36229.67
1886,55,Netherlands,Medium,Expert,11,11375.63
1887,64,Spain,Low,Intermediate,20,30757.39
1888,24,Austria,Medium,Novice,12,26186.65
1889,31,Sweden,Low,Novice,20,25086.48
1890,52,Germany,High,Novice,19,48720.73
1891,31,Spain,High,Novice,8,17877.03
1892,62,Spain,Low,Intermediate,16,17467.68
1893,24,France,High,Expert,16,30843.72
1894,45,France,Medium,Novice,8,10574.81
1895,38,Germany,Medium,Intermediate,16,36810.54
1896,49,Austria,Medium,Novice,12,30314.89
1897,64,Germany,Low,Novice,7,10392.86
1898,42,Netherlands,Medium,Intermediate,13,26453.13
1899,61,Austria,Medium,Intermediate,9,13084.54
1900,36,Austria,Medium,Expert,13,27767.36
1901,48,Sweden,Medium,Novice,18,38939.66
1902,61,Italy,Medium,Novice,8,12340.42
1903,51,Sweden,Medium,Novice,5,22103.15
1904,43,Italy,Medium,Expert,14,35679.62
1905,65,France,Low,Expert,6,19290.51
1906,39,France,Medium,Expert,6,8306.25
1907,25,France,High,Intermediate,7,11447.61
1908,35,Austria,Medium,Intermediate,12,31750.73
1909,35,Austria,Medium,Intermediate,10,24216.33
1910,43,Netherlands,Medium,Intermediate,13,19059.45
1911,43,Italy,Medium,Novice,14,22438.23
1912,47,Germany,Low,Novice,13,24014.54
1913,32,Sweden,High,Novice,16,39890.42
1914,65,Germany,High,Novice,8,17150.4
1915,19,France,Medium,Intermediate,11,32837.97
1916,27,Netherlands,Medium,Novice,12,27656.84
1917,22,Sweden,Medium,Intermediate,12,20957.71
1918,47,France,Low,Novice,8,13471.2
1919,50,Netherlands,Medium,Expert,18,31080.45
1920,52,Spain,Low,Intermediate,7,10573.35
1921,45,Germany,Medium,Novice,19,50647.75
1922,42,Italy,Medium,Novice,5,14872.5
1923,53,Sweden,High,Novice,20,34160.52
1924,63,France,Medium,Novice,10,12119.77
1925,63,Italy,Medium,Novice,7,11842.56
1926,61,Italy,Medium,Intermediate,17,22365.89
1927,54,Italy,Medium,Expert,18,41705.04
1928,50,Germany,Medium,Novice,9,16571.23
1929,42,Spain,Medium,Intermediate,20,28644.58
1930,36,Netherlands,Low,Intermediate,19,27203.62
1931,26,Austria,Medium,Expert,7,17511.42
1932,55,Germany,Medium,Intermediate,15,27707.88
1933,42,Germany,Medium,Expert,18,29286.87
1934,44,Netherlands,Low,Novice,18,59674.44
1935,33,Sweden,Medium,Novice,17,39710.16
1936,62,Germany,High,Novice,17,25958.05
1937,28,Germany,Medium,Novice,6,14895.79
1938,60,Austria,Medium,Intermediate,12,18170.5
1939,44,Netherlands,Low,Novice,6,17583.36
1940,19,Netherlands,Medium,Novice,19,43531.15
1941,54,Germany,High,Novice,11,11368.94
1942,61,France,Medium,Intermediate,14,17789.14
1943,60,Netherlands,Low,Novice,16,47626.55
1944,45,France,Medium,Expert,5,13853.39
1945,22,Austria,High,Novice,8,9454.9
1946,34,Germany,Low,Intermediate,13,35829.18
1947,32,Spain,Medium,Novice,14,23501.88
1948,55,Germany,Medium,Novice,8,33636.01
1949,54,Austria,Medium,Novice,13,26825.9
1950,40,Austria,Low,Expert,17,46690.54
1951,50,Austria,Low,Intermediate,16,26657.92
1952,38,France,Medium,Novice,11,25019.29
1953,50,Italy,Medium,Intermediate,14,25429.04
1954,19,Sweden,Medium,Expert,11,17694.82
1955,54,Italy,Low,Expert,6,4876.67
1956,65,Italy,Low,Intermediate,17,31382.95
1957,57,Austria,Medium,Novice,16,25648.95
1958,54,Sweden,Medium,Intermediate,18,33471.23
1959,41,Italy,Low,Novice,7,13230.85
1960,61,Austria,Medium,Novice,11,9285.38
1961,38,Austria,High,Novice,6,14334.35
1962,31,Austria,Medium,Expert,16,45087.8
1963,59,France,Low,Intermediate,17,35339.74
1964,43,France,Low,Novice,18,50102.89
1965,33,Austria,High,Novice,19,48319.1
1966,53,Italy,Medium,Expert,10,13613.47
1967,30,France,Low,Novice,7,18526.85
1968,35,Sweden,Medium,Intermediate,15,26090.7
1969,20,Sweden,Medium,Novice,8,16599.37
1970,23,Netherlands,Medium,Expert,7,13174.8
1971,44,Netherlands,Medium,Expert,8,12596.36
1972,43,Austria,Medium,Novice,10,16364.03
1973,25,Spain,Medium,Expert,12,38530.1
1974,51,Sweden,High,Expert,9,12391.69
1975,51,Netherlands,Medium,Novice,10,21536.2
1976,56,Germany,Medium,Novice,7,4887.13
1977,55,Sweden,Medium,Intermediate,10,29827.42
1978,33,Italy,Low,Novice,20,25595.01
1979,31,Netherlands,Medium,Novice,18,40787.6
1980,55,Germany,Medium,Novice,10,21358.42
1981,25,Netherlands,Medium,Novice,12,21849.46
1982,33,Netherlands,High,Expert,12,28797.15
1983,41,Italy,Medium,Expert,8,23199.13
1984,19,Sweden,High,Intermediate,13,28198.23
1985,65,Sweden,Medium,Novice,14,20833.73
1986,60,France,Low,Novice,11,23075.13
1987,58,Sweden,Medium,Expert,8,23288.16
1988,25,Spain,High,Expert,10,10264.1
1989,42,Germany,High,Novice,7,16113.88
1990,34,Netherlands,Low,Expert,19,25289.96
1991,33,Netherlands,Low,Expert,12,7682.11
1992,46,Sweden,Medium,Expert,16,30258.96
1993,59,Italy,Medium,Novice,6,16896.37
1994,23,Austria,Medium,Novice,17,44874.3
1995,65,Italy,High,Novice,11,12280.07
1996,45,Austria,Low,Novice,14,23343.58
1997,34,Spain,Low,Novice,6,6507.21
1998,64,Austria,Medium,Novice,20,38810.69
1999,62,Germany,Medium,Intermediate,13,36077.51
2000,29,Sweden,Medium,Intermediate,13,35400.43
2001,18,Italy,Low,Novice,17,26192.31
2002,54,Germany,Low,Novice,5,10617.73
2003,63,Austria,High,Intermediate,19,35580.94
2004,56,Sweden,Medium,Expert,20,32804.61
2005,46,Italy,High,Novice,19,46125.8
2006,29,Sweden,Medium,Novice,5,22976.13
2007,36,France,Low,Novice,10,13664.99
2008,43,Italy,High,Expert,12,27216.24
2009,32,Germany,High,Expert,7,14315.29
2010,59,Spain,Medium,Expert,16,24746.38
2011,47,France,Low,Expert,19,15947.11
2012,21,Italy,Medium,Intermediate,7,12352.66
2013,27,Germany,High,Novice,7,8410.91
2014,54,Germany,Low,Intermediate,12,18636.26
2015,47,Austria,Medium,Novice,7,9872.84
2016,63,France,Low,Expert,20,50749.0
2017,35,Netherlands,Medium,Novice,18,30235.38
2018,45,Austria,Low,Novice,5,13110.2
2019,36,Sweden,Medium,Novice,14,32982.15
2020,44,Austria,Low,Novice,9,20810.05
2021,34,France,Medium,Expert,7,10852.72
2022,41,Spain,Medium,Novice,15,45397.58
2023,18,Italy,Low,Novice,9,11899.97
2024,62,Italy,Medium,Intermediate,12,12968.86
2025,63,Italy,Medium,Novice,11,24095.32
2026,24,Spain,Low,Novice,19,34683.0
2027,33,Italy,High,Expert,15,33104.54
2028,60,Austria,Medium,Intermediate,12,18587.53
2029,20,Germany,Low,Intermediate,19,47109.81
2030,37,Italy,Medium,Novice,15,51375.53
2031,53,Germany,Medium,Novice,7,17257.79
2032,50,Italy,High,Expert,17,35475.71
2033,26,Germany,Medium,Intermediate,17,39246.29
2034,27,Netherlands,Low,Novice,6,12651.72
2035,26,Italy,High,Expert,11,31981.75
2036,65,Netherlands,High,Novice,14,22955.78
2037,34,Spain,High,Expert,8,6893.79
2038,51,Netherlands,Medium,Novice,11,16342.91
2039,65,Italy,Medium,Novice,7,11159.6
2040,60,Sweden,Medium,Novice,11,42604.11
2041,27,Germany,Low,Novice,5,8545.11
2042,34,France,Medium,Novice,5,8691.47
2043,49,Germany,Medium,Expert,8,16261.3
2044,53,Italy,Medium,Novice,10,14495.97
2045,64,Austria,Low,Novice,10,20797.35
2046,31,Austria,Low,Expert,11,22020.07
2047,65,Spain,High,Intermediate,17,43113.26
2048,60,Spain,Low,Expert,16,50625.34
2049,18,Spain,Medium,Novice,10,27588.24
2050,22,France,Medium,Intermediate,14,26967.57
2051,39,Germany,Low,Expert,7,13658.28
2052,25,Italy,Medium,Expert,9,36593.71
2053,24,Austria,Medium,Novice,7,32607.0
2054,47,Austria,Medium,Novice,16,23311.48
2055,58,Netherlands,Medium,Novice,16,39495.46
2056,20,Sweden,Medium,Novice,18,31153.81
2057,64,Sweden,High,Intermediate,6,8199.89
2058,26,France,High,Expert,6,10070.22
2059,36,Netherlands,Medium,Intermediate,17,48104.58
2060,53,Spain,Medium,Novice,5,14095.66
2061,29,France,High,Expert,6,12525.55
2062,23,Germany,High,Novice,16,39798.85
2063,43,Netherlands,Medium,Expert,6,11179.83
2064,27,Germany,Low,Expert,11,35562.93
2065,65,Austria,High,Expert,14,25833.74
2066,56,France,Medium,Novice,8,15288.82
2067,41,Spain,Low,Novice,13,38809.71
2068,42,Italy,Low,Intermediate,16,48668.96
2069,23,Austria,Medium,Novice,10,18635.63
2070,29,Italy,Medium,Novice,5,10453.06
2071,50,Netherlands,High,Intermediate,9,29882.32
2072,59,Sweden,Medium,Expert,5,5433.82
2073,51,Sweden,Medium,Novice,9,14444.4
2074,47,Italy,Low,Expert,15,28383.44
2075,37,France,High,Intermediate,12,21129.04
2076,37,Austria,Low,Novice,12,29653.49
2077,54,Germany,Medium,Expert,15,16618.15
2078,50,Germany,Medium,Novice,13,27098.4
2079,47,Sweden,Medium,Expert,12,16877.8
2080,40,Netherlands,Medium,Intermediate,20,42343.91
2081,19,Germany,Medium,Novice,15,16452.47
2082,29,Austria,Medium,Novice,13,19614.37
2083,63,Netherlands,Medium,Intermediate,18,36038.51
2084,60,Italy,Medium,Novice,15,43063.93
2085,29,France,Low,Intermediate,14,19401.29
2086,56,Netherlands,High,Novice,13,36988.78
2087,52,Germany,Low,Novice,18,35343.13
2088,28,Sweden,Medium,Intermediate,17,40493.55
2089,60,Sweden,Medium,Novice,7,11310.45
2090,57,Austria,High,Novice,9,16558.65
2091,61,Sweden,Medium,Expert,7,18413.5
2092,23,France,Low,Novice,5,7569.82
2093,19,Sweden,High,Expert,16,14432.04
2094,31,Italy,Medium,Intermediate,5,11407.49
2095,45,Austria,Medium,Intermediate,7,11451.99
2096,30,Germany,Medium,Novice,14,20626.64
2097,48,Italy,Low,Novice,15,32554.19
2098,27,Sweden,Medium,Expert,16,48337.3
2099,48,Germany,High,Intermediate,6,11993.05
2100,30,Netherlands,Medium,Expert,10,15166.06
2101,21,Netherlands,Low,Intermediate,13,26751.88
2102,63,Italy,High,Expert,13,16535.21
2103,65,Spain,Medium,Intermediate,14,47193.86
2104,36,Germany,Medium,Novice,13,22137.53
2105,55,Sweden,Medium,Intermediate,10,24756.98
2106,49,France,Medium,Intermediate,17,23777.82
2107,45,Spain,Medium,Novice,10,28538.1
2108,59,Italy,High,Novice,20,38761.26
2109,57,Sweden,Medium,Intermediate,14,26586.31
2110,19,France,Low,Novice,10,18600.59
2111,40,Italy,Low,Novice,6,21092.09
2112,61,Netherlands,High,Expert,8,19234.91
2113,63,Sweden,Medium,Expert,9,21434.27
2114,64,Sweden,Medium,Novice,8,13363.32
2115,61,Sweden,Medium,Intermediate,15,33716.71
2116,28,Spain,Low,Intermediate,17,41299.27
2117,23,Sweden,Medium,Novice,8,18047.76
2118,28,Spain,Medium,Intermediate,10,23579.48
2119,49,Netherlands,Low,Intermediate,11,18902.29
2120,19,Netherlands,High,Novice,8,9514.01
2121,28,France,High,Expert,14,22450.35
2122,20,Austria,Low,Novice,17,29150.76
2123,57,France,Low,Novice,16,37425.3
2124,34,Netherlands,Medium,Intermediate,15,31230.87
2125,53,Netherlands,High,Expert,17,59636.69
2126,50,Spain,Medium,Intermediate,13,29894.08
2127,46,Austria,Medium,Expert,7,12135.69
2128,25,Germany,Medium,Intermediate,19,32155.05
2129,24,Austria,Medium,Intermediate,19,39086.79
2130,28,Sweden,Low,Novice,12,32989.74
2131,41,France,Medium,Intermediate,13,36573.28
2132,50,Italy,Medium,Novice,11,12240.04
2133,59,Netherlands,Medium,Novice,15,19269.22
2134,30,Italy,High,Intermediate,18,36119.69
2135,18,France,High,Novice,6,9756.62
2136,36,Spain,Low,Novice,16,45805.9
2137,63,Austria,Medium,Intermediate,12,17437.05
2138,33,France,Medium,Intermediate,9,11227.44
2139,32,France,High,Novice,5,7306.72
2140,44,Italy,High,Intermediate,10,24064.14
2141,61,Netherlands,High,Novice,15,32516.54
2142,18,Sweden,High,Expert,19,34729.62
2143,23,Netherlands,Medium,Expert,9,16560.49
2144,28,Italy,Low,Intermediate,15,41352.07
2145,60,Sweden,Low,Intermediate,16,61159.98
2146,58,Sweden,Medium,Expert,7,28307.4
2147,36,Italy,Medium,Intermediate,6,13221.95
2148,53,Austria,Medium,Intermediate,8,23428.48
2149,40,Germany,High,Expert,18,45007.6
2150,57,France,Medium,Novice,15,27570.16
2151,31,Spain,Medium,Intermediate,15,21981.83
2152,46,Sweden,Medium,Expert,9,11509.14
2153,59,Italy,Medium,Expert,14,22518.09
2154,23,Germany,Medium,Novice,6,6821.91
2155,64,Sweden,High,Intermediate,19,59910.8
2156,52,Netherlands,Low,Intermediate,20,47495.64
2157,37,Spain,Medium,Intermediate,8,12128.76
2158,19,Germany,High,Intermediate,7,15348.37
2159,34,France,High,Novice,8,13891.1
2160,45,Spain,Low,Novice,12,16753.28
2161,41,Netherlands,Medium,Novice,5,7864.31
2162,21,Austria,Medium,Novice,6,11528.65
2163,37,Spain,Medium,Novice,14,14191.02
2164,33,Austria,Medium,Intermediate,6,15616.77
2165,63,Sweden,Medium,Expert,16,30649.05
2166,32,Netherlands,Low,Intermediate,19,28373.2
2167,63,Spain,Medium,Intermediate,17,32880.79
2168,51,Sweden,Low,Novice,20,46588.59
2169,55,France,High,Novice,6,12540.61
2170,24,France,Medium,Expert,10,32126.72
2171,23,Germany,Low,Expert,17,28141.29
2172,48,France,Medium,Novice,18,51367.23
2173,51,Italy,Medium,Intermediate,8,6853.11
2174,43,Austria,Low,Novice,9,20023.68
2175,45,Italy,Medium,Expert,13,36925.72
2176,64,Italy,High,Novice,10,21255.2
2177,26,Italy,Medium,Novice,19,34018.63
2178,63,Spain,High,Novice,13,21812.1
2179,31,Italy,Medium,Intermediate,7,14579.2
2180,53,Netherlands,High,Novice,8,21825.17
2181,44,Germany,Low,Intermediate,20,40952.01
2182,20,Spain,Low,Novice,10,18956.75
2183,41,Netherlands,Low,Novice,20,42485.72
2184,27,France,Medium,Novice,19,37320.14
2185,37,Netherlands,Low,Expert,12,31160.82
2186,49,Germany,Low,Novice,13,22530.64
2187,20,Italy,Medium,Novice,9,26882.17
2188,46,Netherlands,Medium,Novice,6,5017.41
2189,64,Austria,Medium,Intermediate,11,14951.71
2190,50,Sweden,Medium,Novice,8,19835.34
