user_id,age,income_level,investment_experience,num_investments,total_invested,avg_investment,avg_return_percent,dominant_category,return_per_investment
1807,32,High,Intermediate,9,34694.31,3854.923333333333,1.6944444444444446,Stock,6531.953425925926
1808,44,Medium,Intermediate,9,12438.33,1382.0366666666666,13.646666666666668,Real Estate,18860.193711111115
1809,38,Medium,Intermediate,20,44795.55,2239.7775,4.5485,Real Estate,10187.62795875
1810,53,Medium,Intermediate,6,12809.05,2134.8416666666667,4.01,ETF,8560.715083333333
1811,37,Medium,Novice,5,15942.0,3188.4,12.878,None,41060.2152
1812,41,Medium,Novice,17,27042.24,1590.7199999999998,6.384705882352941,Index Fund,10156.279341176469
1813,40,Medium,Novice,5,16864.38,3372.876,-4.646,Real Estate,-15670.381896
1814,28,Medium,Novice,17,29203.66,1717.8623529411764,0.8329411764705881,Crypto,1430.8782892733561
1815,29,Medium,Expert,12,18357.47,1529.7891666666667,7.091666666666666,Stock,10848.754840277777
1816,27,Low,Novice,14,24907.59,1779.1135714285715,1.9042857142857141,Crypto,3387.940558163265
1817,38,Low,Novice,6,15890.45,2648.4083333333333,9.57,None,25345.26775
1818,29,Medium,Novice,15,34398.63,2293.2419999999997,-1.8806666666666665,Crypto,-4312.823787999999
1819,38,Low,Novice,13,24847.66,1911.3584615384616,5.031538461538462,Crypto,9617.073613017752
1820,28,Medium,Expert,15,28142.8,1876.1866666666667,8.916666666666666,Bond,16729.33111111111
1821,43,Medium,Expert,15,25392.1,1692.8066666666668,4.6546666666666665,Crypto,7879.450764444445
1822,38,Low,Intermediate,10,8756.52,875.652,3.5879999999999996,Real Estate,3141.839376
1823,50,Medium,Novice,9,18019.21,2002.1344444444444,7.667777777777778,None,15351.922001234569
1824,36,High,Intermediate,20,34053.41,1702.6704999999997,1.6165000000000003,ETF,2752.36686325
1825,27,Medium,Expert,7,7059.6,1008.5142857142857,11.01142857142857,Stock,11105.183020408163
1826,46,Medium,Intermediate,20,30057.81,1502.8905,7.0215000000000005,Index Fund,10552.54564575
1827,20,Medium,Novice,20,41347.43,2067.3715,5.574,Bond,11523.528741
1828,19,Medium,Novice,18,32495.79,1805.3216666666667,6.381666666666667,Commodities,11520.96110277778
1829,40,Medium,Intermediate,20,32852.57,1642.6285,7.2685,Bond,11939.445252250001
1830,30,Medium,Intermediate,8,14857.19,1857.14875,10.02875,Bond,18624.8805265625
1831,35,Low,Intermediate,17,23816.57,1400.974705882353,4.719411764705883,None,6611.7765089965405
1832,46,Medium,Novice,10,13660.18,1366.018,1.759,Stock,2402.8256619999997
1833,50,Low,Novice,10,32689.29,3268.929,6.604000000000001,Real Estate,21588.007116000004
1834,56,High,Expert,9,14906.48,1656.2755555555555,9.437777777777777,None,15631.560632098763
1835,41,Low,Expert,7,17489.53,2498.5042857142857,8.015714285714287,Bond,20027.29649591837
1836,41,Medium,Novice,20,49464.64,2473.232,1.1555000000000002,Crypto,2857.8195760000003
1837,40,High,Expert,8,7409.04,926.13,-3.4662500000000005,None,-3210.1981125000007
1838,23,Medium,Novice,20,33539.04,1676.952,1.3555,Real Estate,2273.108436
1839,44,Medium,Novice,7,19134.8,2733.5428571428574,6.224285714285715,None,17014.351755102045
1840,64,Medium,Novice,11,20975.02,1906.82,5.800909090909091,None,11061.289472727272
1841,55,Low,Novice,14,37753.11,2696.6507142857145,-0.58,None,-1564.0574142857142
1842,48,Medium,Novice,15,24427.26,1628.4840000000002,5.348,Crypto,8709.132432
1843,55,Medium,Novice,15,34651.74,2310.116,2.916,Index Fund,6736.298256
1844,58,Medium,Intermediate,9,13451.68,1494.631111111111,7.984444444444445,None,11933.799071604939
1845,63,Medium,Novice,17,41212.57,2424.2688235294117,8.519411764705882,Bond,20653.34433598616
1846,29,Medium,Intermediate,5,10101.91,2020.382,5.5920000000000005,Commodities,11297.976144000002
1847,20,High,Expert,20,35515.78,1775.789,8.017999999999999,None,14238.276201999997
1848,37,Medium,Novice,5,6256.3,1251.26,1.2759999999999994,None,1596.6077599999992
1849,19,Low,Novice,10,12279.31,1227.931,4.1049999999999995,Stock,5040.656755
1850,58,Medium,Novice,9,15014.49,1668.2766666666666,9.393333333333334,Commodities,15670.678822222224
1851,60,Medium,Novice,11,18931.94,1721.0854545454545,6.322727272727272,None,10881.953942148759
1852,62,Low,Novice,6,11715.07,1952.5116666666665,-7.808333333333333,Crypto,-15245.861930555553
1853,35,High,Novice,9,14870.43,1652.27,19.94333333333333,None,32951.77136666666
1854,65,Medium,Intermediate,19,39890.93,2099.5226315789473,1.0778947368421052,ETF,2263.0643944598337
1855,34,Medium,Expert,10,16829.44,1682.944,2.0140000000000002,None,3389.4492160000004
1856,25,Medium,Intermediate,12,26259.76,2188.313333333333,4.760000000000001,Commodities,10416.371466666667
1857,34,Medium,Novice,17,31138.59,1831.6817647058824,4.23764705882353,None,7762.020842906576
1858,47,Low,Novice,17,22148.3,1302.8411764705882,6.3870588235294115,None,8321.323231833909
1859,35,Medium,Expert,13,25385.95,1952.7653846153846,7.859230769230769,Stock,15347.233795857988
1860,40,Low,Intermediate,12,23447.31,1953.9425,3.124166666666667,Real Estate,6104.442027083334
1861,22,Low,Intermediate,15,24104.91,1606.994,6.093999999999999,Crypto,9793.021435999999
1862,24,Medium,Intermediate,14,22613.31,1615.2364285714286,-0.5007142857142858,None,-808.7719545918369
1863,38,High,Intermediate,12,33263.78,2771.9816666666666,3.888333333333333,Crypto,10778.388713888888
1864,35,Medium,Novice,13,28453.92,2188.763076923077,6.866153846153846,Index Fund,15028.38401893491
1865,52,Medium,Novice,10,24590.37,2459.037,3.7270000000000003,Real Estate,9164.830899
1866,26,Low,Intermediate,12,29845.74,2487.145,15.158333333333333,ETF,37700.97295833333
1867,44,High,Novice,14,56576.05,4041.1464285714283,7.321428571428571,ETF,29586.964923469386
1868,31,Medium,Expert,20,49092.56,2454.6279999999997,7.108,Real Estate,17447.495823999998
1869,53,Medium,Expert,15,21900.03,1460.002,-0.8626666666666662,None,-1259.495058666666
1870,52,Medium,Intermediate,8,13173.23,1646.65375,2.75375,ETF,4534.4727640625
1871,25,Medium,Novice,6,5581.52,930.2533333333334,18.435000000000002,Crypto,17149.220200000003
1872,26,Medium,Novice,15,38614.64,2574.309333333333,8.595333333333334,Stock,22127.04682311111
1873,41,High,Expert,6,19777.29,3296.215,8.141666666666667,Commodities,26836.68379166667
1874,56,Medium,Novice,13,24357.1,1873.6230769230767,3.473076923076923,None,6507.237071005917
1875,63,Low,Expert,18,24130.9,1340.6055555555556,0.8077777777777781,Crypto,1082.9113765432105
1876,32,High,Novice,15,36538.03,2435.8686666666667,6.408,Real Estate,15609.046416000001
1877,32,Low,Novice,8,12796.07,1599.50875,10.811250000000001,None,17292.6889734375
1878,23,Medium,Intermediate,13,34105.31,2623.4853846153846,3.9753846153846153,Bond,10429.36343668639
1879,22,Medium,Intermediate,9,23197.19,2577.4655555555555,-5.454444444444444,Stock,-14058.642680246914
1880,20,Low,Intermediate,19,44194.25,2326.0131578947367,2.7442105263157894,None,6383.069792243767
1881,50,Low,Novice,8,15666.19,1958.27375,6.14625,None,12036.040035937502
1882,34,Low,Intermediate,14,29571.44,2112.2457142857143,6.359285714285714,None,13432.373995918366
1883,24,Low,Intermediate,8,19737.18,2467.1475,2.75,Commodities,6784.655625
1884,55,Low,Novice,14,20651.87,1475.1335714285713,1.2957142857142856,None,1911.3516418367342
1885,23,High,Expert,16,36229.67,2264.354375,2.1112499999999996,Index Fund,4780.618174218749
1886,55,Medium,Expert,11,11375.63,1034.1481818181817,13.604545454545455,Index Fund,14069.11594628099
1887,64,Low,Intermediate,20,30757.39,1537.8695,7.834999999999999,Stock,12049.207532499999
1888,24,Medium,Novice,12,26186.65,2182.2208333333333,11.5725,Real Estate,25253.75059375
1889,31,Low,Novice,20,25086.48,1254.324,11.1455,None,13980.068142000002
1890,52,High,Novice,19,48720.73,2564.2489473684213,10.107894736842105,Index Fund,25919.158439058174
1891,31,High,Novice,8,17877.03,2234.62875,5.55,Bond,12402.189562499998
1892,62,Low,Intermediate,16,17467.68,1091.73,5.831875,None,6366.83289375
1893,24,High,Expert,16,30843.72,1927.7324999999998,5.34375,Commodities,10301.320546874998
1894,45,Medium,Novice,8,10574.81,1321.85125,-2.0600000000000005,None,-2723.0135750000004
1895,38,Medium,Intermediate,16,36810.54,2300.65875,3.924375,Bond,9028.647682031251
1896,49,Medium,Novice,12,30314.89,2526.2408333333333,7.595833333333332,Index Fund,19188.904329861107
1897,64,Low,Novice,7,10392.86,1484.6942857142858,9.757142857142856,Bond,14486.37424489796
1898,42,Medium,Intermediate,13,26453.13,2034.856153846154,8.803846153846154,None,17914.56052366864
1899,61,Medium,Intermediate,9,13084.54,1453.8377777777778,7.30111111111111,None,10614.631153086419
1900,36,Medium,Expert,13,27767.36,2135.9507692307693,-0.48000000000000015,Stock,-1025.2563692307697
1901,48,Medium,Novice,18,38939.66,2163.3144444444442,5.855555555555556,Stock,12667.407913580248
1902,61,Medium,Novice,8,12340.42,1542.5525,-3.2675,None,-5040.29029375
1903,51,Medium,Novice,5,22103.15,4420.63,-0.07199999999999988,None,-318.2853599999995
1904,43,Medium,Expert,14,35679.62,2548.5442857142857,5.692857142857143,None,14508.498540816327
1905,65,Low,Expert,6,19290.51,3215.0849999999996,-6.766666666666667,Commodities,-21755.408499999998
1906,39,Medium,Expert,6,8306.25,1384.375,2.0150000000000006,None,2789.515625000001
1907,25,High,Intermediate,7,11447.61,1635.3728571428571,2.8728571428571428,Bond,4698.192593877551
1908,35,Medium,Intermediate,12,31750.73,2645.894166666667,-6.9175,ETF,-18302.97289791667
1909,35,Medium,Intermediate,10,24216.33,2421.6330000000003,13.245,Commodities,32074.529085000002
1910,43,Medium,Intermediate,13,19059.45,1466.1115384615384,-4.358461538461539,None,-6389.99075147929
1911,43,Medium,Novice,14,22438.23,1602.7307142857142,14.45142857142857,Crypto,23161.74843673469
1912,47,Low,Novice,13,24014.54,1847.2723076923078,0.3338461538461537,None,616.7047550295855
1913,32,High,Novice,16,39890.42,2493.1512500000003,3.7906249999999995,ETF,9450.601457031249
1914,65,High,Novice,8,17150.4,2143.8,10.62875,Index Fund,22785.91425
1915,19,Medium,Intermediate,11,32837.97,2985.27,10.56909090909091,None,31551.59001818182
1916,27,Medium,Novice,12,27656.84,2304.7366666666667,4.470833333333334,Index Fund,10304.09351388889
1917,22,Medium,Intermediate,12,20957.71,1746.4758333333332,3.5325,None,6169.42588125
1918,47,Low,Novice,8,13471.2,1683.9,8.26625,None,13919.538375
1919,50,Medium,Expert,18,31080.45,1726.6916666666666,-1.3272222222222219,None,-2291.7035509259254
1920,52,Low,Intermediate,7,10573.35,1510.4785714285715,7.2457142857142856,Index Fund,10944.496163265307
1921,45,Medium,Novice,19,50647.75,2665.6710526315787,2.0947368421052635,None,5583.879362880887
1922,42,Medium,Novice,5,14872.5,2974.5,2.269999999999999,Real Estate,6752.114999999997
1923,53,High,Novice,20,34160.52,1708.0259999999998,7.908500000000001,Crypto,13507.923621
1924,63,Medium,Novice,10,12119.77,1211.9769999999999,11.729000000000001,None,14215.278233
1925,63,Medium,Novice,7,11842.56,1691.7942857142857,10.925714285714287,Crypto,18484.06099591837
1926,61,Medium,Intermediate,17,22365.89,1315.640588235294,7.828235294117648,Real Estate,10299.144087197232
1927,54,Medium,Expert,18,41705.04,2316.9466666666667,11.088888888888889,None,25692.364148148146
1928,50,Medium,Novice,9,16571.23,1841.2477777777776,6.961111111111111,Index Fund,12817.13036419753
1929,42,Medium,Intermediate,20,28644.58,1432.229,0.13150000000000017,None,188.33811350000025
1930,36,Low,Intermediate,19,27203.62,1431.7694736842107,3.023157894736842,Stock,4328.465187811635
1931,26,Medium,Expert,7,17511.42,2501.631428571429,0.6899999999999997,None,1726.1256857142853
1932,55,Medium,Intermediate,15,27707.88,1847.192,3.9399999999999995,None,7277.936479999999
1933,42,Medium,Expert,18,29286.87,1627.0483333333332,6.233888888888888,None,10142.83852685185
1934,44,Low,Novice,18,59674.44,3315.246666666667,12.405555555555557,None,41127.47670370371
1935,33,Medium,Novice,17,39710.16,2335.891764705882,6.664705882352941,Bond,15568.031584775083
1936,62,High,Novice,17,25958.05,1526.9441176470589,5.332941176470588,Commodities,8143.103159169551
1937,28,Medium,Novice,6,14895.79,2482.6316666666667,-1.6466666666666665,Stock,-4088.066811111111
1938,60,Medium,Intermediate,12,18170.5,1514.2083333333333,1.4033333333333342,Commodities,2124.939027777779
1939,44,Low,Novice,6,17583.36,2930.56,2.3116666666666674,ETF,6774.477866666669
1940,19,Medium,Novice,19,43531.15,2291.113157894737,3.6105263157894734,None,8272.124349030471
1941,54,High,Novice,11,11368.94,1033.54,0.3272727272727273,Bond,338.24945454545457
1942,61,Medium,Intermediate,14,17789.14,1270.652857142857,5.352857142857142,Real Estate,6801.623222448979
1943,60,Low,Novice,16,47626.55,2976.659375,7.12875,Crypto,21219.860519531252
1944,45,Medium,Expert,5,13853.39,2770.678,0.9620000000000004,Stock,2665.392236000001
1945,22,High,Novice,8,9454.9,1181.8625,9.71375,None,11480.316859374998
1946,34,Low,Intermediate,13,35829.18,2756.090769230769,6.923846153846155,Commodities,19082.748472189352
1947,32,Medium,Novice,14,23501.88,1678.7057142857143,3.440714285714286,Stock,5775.946732653061
1948,55,Medium,Novice,8,33636.01,4204.50125,4.5874999999999995,Crypto,19288.149484375
1949,54,Medium,Novice,13,26825.9,2063.5307692307692,5.350769230769231,None,11041.476946745563
1950,40,Low,Expert,17,46690.54,2746.5023529411765,4.287058823529412,Crypto,11774.417146020762
1951,50,Low,Intermediate,16,26657.92,1666.1200000000001,11.125625,Commodities,18536.626325
1952,38,Medium,Novice,11,25019.29,2274.4809090909093,6.880909090909091,Index Fund,15650.496364462811
1953,50,Medium,Intermediate,14,25429.04,1816.3600000000001,-1.6421428571428571,Real Estate,-2982.7226
1954,19,Medium,Expert,11,17694.82,1608.62,5.00090909090909,Commodities,8044.56238181818
1955,54,Low,Expert,6,4876.67,812.7783333333333,7.510000000000001,Crypto,6103.965283333334
1956,65,Low,Intermediate,17,31382.95,1846.0558823529411,1.5241176470588234,Index Fund,2813.6063477508646
1957,57,Medium,Novice,16,25648.95,1603.059375,1.57875,Commodities,2530.8299882812503
1958,54,Medium,Intermediate,18,33471.23,1859.5127777777775,8.795,None,16354.414880555552
1959,41,Low,Novice,7,13230.85,1890.1214285714286,10.968571428571428,Index Fund,20731.931897959184
1960,61,Medium,Novice,11,9285.38,844.1254545454547,10.655454545454546,Stock,8994.54041157025
1961,38,High,Novice,6,14334.35,2389.058333333333,5.973333333333333,Index Fund,14270.641777777773
1962,31,Medium,Expert,16,45087.8,2817.9875,5.296875,None,14926.527539062501
1963,59,Low,Intermediate,17,35339.74,2078.808235294118,9.525294117647059,ETF,19801.259855363325
1964,43,Low,Novice,18,50102.89,2783.4938888888887,7.099444444444444,Commodities,19761.260225617283
1965,33,High,Novice,19,48319.1,2543.1105263157892,5.276315789473684,Bond,13418.25422437673
1966,53,Medium,Expert,10,13613.47,1361.3470000000002,5.911,Bond,8046.922117000001
1967,30,Low,Novice,7,18526.85,2646.692857142857,4.5128571428571425,None,11944.14676530612
1968,35,Medium,Intermediate,15,26090.7,1739.38,-2.77,Stock,-4818.082600000001
1969,20,Medium,Novice,8,16599.37,2074.92125,6.8012500000000005,None,14112.0581515625
1970,23,Medium,Expert,7,13174.8,1882.1142857142856,-4.675714285714285,None,-8800.228653061224
1971,44,Medium,Expert,8,12596.36,1574.5449999999998,2.35375,Index Fund,3706.0852937499994
1972,43,Medium,Novice,10,16364.03,1636.403,8.504,None,13915.971112
1973,25,Medium,Expert,12,38530.1,3210.8416666666667,-0.6449999999999999,Bond,-2070.992875
1974,51,High,Expert,9,12391.69,1376.8544444444444,11.28888888888889,Bond,15543.156839506173
1975,51,Medium,Novice,10,21536.2,2153.62,10.519,Crypto,22653.92878
1976,56,Medium,Novice,7,4887.13,698.1614285714286,5.082857142857143,Commodities,3548.654804081633
1977,55,Medium,Intermediate,10,29827.42,2982.742,4.823,Stock,14385.764666000003
1978,33,Low,Novice,20,25595.01,1279.7505,-2.1719999999999997,ETF,-2779.618086
1979,31,Medium,Novice,18,40787.6,2265.9777777777776,10.601666666666667,Crypto,24023.141074074072
1980,55,Medium,Novice,10,21358.42,2135.8419999999996,5.367,Crypto,11463.064013999998
1981,25,Medium,Novice,12,21849.46,1820.7883333333332,6.158333333333334,Crypto,11213.02148611111
1982,33,High,Expert,12,28797.15,2399.7625000000003,11.363333333333335,None,27269.30120833334
1983,41,Medium,Expert,8,23199.13,2899.89125,-2.5900000000000003,Real Estate,-7510.718337500001
1984,19,High,Intermediate,13,28198.23,2169.0946153846153,4.640769230769231,None,10066.267549704142
1985,65,Medium,Novice,14,20833.73,1488.1235714285715,7.137142857142857,ETF,10620.950518367346
1986,60,Low,Novice,11,23075.13,2097.739090909091,4.326363636363637,None,9075.582121487605
1987,58,Medium,Expert,8,23288.16,2911.02,5.91,None,17204.1282
1988,25,High,Expert,10,10264.1,1026.41,0.08299999999999988,None,85.19202999999989
1989,42,High,Novice,7,16113.88,2301.982857142857,18.947142857142858,None,43615.99804897959
1990,34,Low,Expert,19,25289.96,1331.0505263157895,-0.0247368421052631,Bond,-32.92598670360103
1991,33,Low,Expert,12,7682.11,640.1758333333333,3.9708333333333337,Crypto,2542.0315381944447
1992,46,Medium,Expert,16,30258.96,1891.185,15.961875,Stock,30186.858571874996
1993,59,Medium,Novice,6,16896.37,2816.0616666666665,0.05333333333333342,None,150.1899555555558
1994,23,Medium,Novice,17,44874.3,2639.6647058823532,5.6117647058823525,Commodities,14813.17723183391
1995,65,High,Novice,11,12280.07,1116.37,14.48,Stock,16165.0376
1996,45,Low,Novice,14,23343.58,1667.3985714285714,-2.212142857142857,Index Fund,-3688.5238397959183
1997,34,Low,Novice,6,6507.21,1084.535,-5.246666666666666,Real Estate,-5690.193633333333
1998,64,Medium,Novice,20,38810.69,1940.5345000000002,8.1795,Crypto,15872.601942750003
1999,62,Medium,Intermediate,13,36077.51,2775.193076923077,-1.6253846153846156,None,-4510.756131952664
2000,29,Medium,Intermediate,13,35400.43,2723.11,-4.114615384615385,Index Fund,-11204.5503
2001,18,Low,Novice,17,26192.31,1540.7241176470586,6.6376470588235295,Stock,10226.782907958475
2002,54,Low,Novice,5,10617.73,2123.546,6.044,Real Estate,12834.712023999999
2003,63,High,Intermediate,19,35580.94,1872.6810526315792,5.786315789473684,None,10835.923943490305
2004,56,Medium,Expert,20,32804.61,1640.2305000000001,7.8235,Commodities,12832.34331675
2005,46,High,Novice,19,46125.8,2427.6736842105265,1.4873684210526317,ETF,3610.845174515236
2006,29,Medium,Novice,5,22976.13,4595.226000000001,18.387999999999998,None,84497.015688
2007,36,Low,Novice,10,13664.99,1366.499,2.0920000000000005,None,2858.7159080000006
2008,43,High,Expert,12,27216.24,2268.02,15.563333333333333,None,35297.95126666666
2009,32,High,Expert,7,14315.29,2045.0414285714287,3.3842857142857143,ETF,6921.004491836735
2010,59,Medium,Expert,16,24746.38,1546.64875,3.5243749999999996,None,5450.97018828125
2011,47,Low,Expert,19,15947.11,839.3215789473684,3.2331578947368427,None,2713.6591891966764
2012,21,Medium,Intermediate,7,12352.66,1764.6657142857143,8.791428571428572,None,15513.932579591838
2013,27,High,Novice,7,8410.91,1201.5585714285714,5.595714285714286,None,6723.578463265307
2014,54,Low,Intermediate,12,18636.26,1553.0216666666665,6.445,None,10009.224641666666
2015,47,Medium,Novice,7,9872.84,1410.4057142857143,1.144285714285714,None,1613.9071102040812
2016,63,Low,Expert,20,50749.0,2537.45,7.656499999999999,Index Fund,19427.985924999997
2017,35,Medium,Novice,18,30235.38,1679.7433333333333,2.5283333333333333,Bond,4246.951061111111
2018,45,Low,Novice,5,13110.2,2622.04,15.203999999999999,Commodities,39865.496159999995
2019,36,Medium,Novice,14,32982.15,2355.8678571428572,4.341428571428572,Real Estate,10227.832025510204
2020,44,Low,Novice,9,20810.05,2312.227777777778,3.938888888888889,Real Estate,9107.608302469138
2021,34,Medium,Expert,7,10852.72,1550.3885714285716,6.58,ETF,10201.556800000002
2022,41,Medium,Novice,15,45397.58,3026.5053333333335,4.594666666666667,None,13905.783171555557
2023,18,Low,Novice,9,11899.97,1322.218888888889,-1.4777777777777779,Stock,-1953.945691358025
2024,62,Medium,Intermediate,12,12968.86,1080.7383333333335,-2.2350000000000008,Bond,-2415.4501750000013
2025,63,Medium,Novice,11,24095.32,2190.4836363636364,5.699090909090909,Index Fund,12483.765378512397
2026,24,Low,Novice,19,34683.0,1825.421052631579,5.71578947368421,None,10433.72243767313
2027,33,High,Expert,15,33104.54,2206.9693333333335,6.552666666666666,ETF,14461.534384888888
2028,60,Medium,Intermediate,12,18587.53,1548.9608333333333,3.4791666666666665,Crypto,5389.092899305555
2029,20,Low,Intermediate,19,47109.81,2479.463684210526,10.892631578947368,Real Estate,27007.88442548476
2030,37,Medium,Novice,15,51375.53,3425.0353333333333,0.18333333333333346,Commodities,627.9231444444449
2031,53,Medium,Novice,7,17257.79,2465.3985714285714,3.1699999999999995,None,7815.31347142857
2032,50,High,Expert,17,35475.71,2086.8064705882352,9.049999999999999,None,18885.598558823527
2033,26,Medium,Intermediate,17,39246.29,2308.605294117647,6.590588235294118,Crypto,15215.066891349483
2034,27,Low,Novice,6,12651.72,2108.62,12.841666666666667,None,27078.195166666665
2035,26,High,Expert,11,31981.75,2907.431818181818,5.775454545454545,Commodities,16791.740309917353
2036,65,High,Novice,14,22955.78,1639.6985714285713,7.282857142857142,Commodities,11941.690453061223
2037,34,High,Expert,8,6893.79,861.7237499999999,7.91,Index Fund,6816.2348624999995
2038,51,Medium,Novice,11,16342.91,1485.7190909090912,2.9763636363636365,Real Estate,4422.040276033059
2039,65,Medium,Novice,7,11159.6,1594.2285714285715,9.638571428571428,Stock,15366.085959183672
2040,60,Medium,Novice,11,42604.11,3873.100909090909,-1.2963636363636362,None,-5020.947178512396
2041,27,Low,Novice,5,8545.11,1709.0220000000002,-1.9159999999999997,Stock,-3274.486152
2042,34,Medium,Novice,5,8691.47,1738.2940000000003,12.734,Index Fund,22135.435796000005
2043,49,Medium,Expert,8,16261.3,2032.6625,0.6237500000000002,Stock,1267.8732343750005
2044,53,Medium,Novice,10,14495.97,1449.5970000000002,4.575999999999999,Commodities,6633.355871999999
2045,64,Low,Novice,10,20797.35,2079.7349999999997,2.9230000000000005,Stock,6079.065405
2046,31,Low,Expert,11,22020.07,2001.8245454545454,8.214545454545455,Real Estate,16444.078720661157
2047,65,High,Intermediate,17,43113.26,2536.0741176470588,11.348235294117648,Stock,28779.965810380625
2048,60,Low,Expert,16,50625.34,3164.08375,4.50625,None,14258.152398437498
2049,18,Medium,Novice,10,27588.24,2758.824,-1.2289999999999999,Bond,-3390.5946959999997
2050,22,Medium,Intermediate,14,26967.57,1926.2549999999999,6.055,None,11663.474025
2051,39,Low,Expert,7,13658.28,1951.1828571428573,9.554285714285713,None,18642.158497959183
2052,25,Medium,Expert,9,36593.71,4065.967777777778,5.42,None,22037.545355555554
2053,24,Medium,Novice,7,32607.0,4658.142857142857,8.485714285714286,None,39527.6693877551
2054,47,Medium,Novice,16,23311.48,1456.9675,7.526875,None,10966.4122515625
2055,58,Medium,Novice,16,39495.46,2468.46625,9.60875,None,23718.8750796875
2056,20,Medium,Novice,18,31153.81,1730.767222222222,1.9988888888888887,Stock,3459.611369753086
2057,64,High,Intermediate,6,8199.89,1366.6483333333333,7.418333333333334,Stock,10138.252886111111
2058,26,High,Expert,6,10070.22,1678.37,3.323333333333333,ETF,5577.782966666666
2059,36,Medium,Intermediate,17,48104.58,2829.6811764705885,3.4776470588235298,Crypto,9840.632420761247
2060,53,Medium,Novice,5,14095.66,2819.132,12.088,Index Fund,34077.667616
2061,29,High,Expert,6,12525.55,2087.5916666666667,5.576666666666667,ETF,11641.802861111113
2062,23,High,Novice,16,39798.85,2487.428125,4.5475,None,11311.5793984375
2063,43,Medium,Expert,6,11179.83,1863.305,13.386666666666665,None,24943.442933333332
2064,27,Low,Expert,11,35562.93,3232.9936363636366,2.192727272727273,None,7089.073319008266
2065,65,High,Expert,14,25833.74,1845.2671428571427,8.427857142857142,Bond,15551.647870408162
2066,56,Medium,Novice,8,15288.82,1911.1025,9.4075,Bond,17978.69676875
2067,41,Low,Novice,13,38809.71,2985.3623076923077,6.553076923076923,None,19563.30884556213
2068,42,Low,Intermediate,16,48668.96,3041.81,-2.1231250000000004,None,-6458.142856250001
2069,23,Medium,Novice,10,18635.63,1863.563,-2.62,None,-4882.53506
2070,29,Medium,Novice,5,10453.06,2090.612,6.18,Bond,12919.98216
2071,50,High,Intermediate,9,29882.32,3320.257777777778,0.7466666666666669,Crypto,2479.1258074074085
2072,59,Medium,Expert,5,5433.82,1086.764,8.808000000000002,Commodities,9572.217312
2073,51,Medium,Novice,9,14444.4,1604.9333333333334,2.8022222222222224,ETF,4497.379851851852
2074,47,Low,Expert,15,28383.44,1892.2293333333332,8.273333333333333,ETF,15655.044017777776
2075,37,High,Intermediate,12,21129.04,1760.7533333333333,3.859166666666667,Commodities,6795.040572222222
2076,37,Low,Novice,12,29653.49,2471.124166666667,7.395833333333333,Crypto,18276.02248263889
2077,54,Medium,Expert,15,16618.15,1107.8766666666668,3.116,Commodities,3452.143693333334
2078,50,Medium,Novice,13,27098.4,2084.492307692308,4.163846153846154,Index Fund,8679.50527810651
2079,47,Medium,Expert,12,16877.8,1406.4833333333333,7.736666666666667,None,10881.492722222223
2080,40,Medium,Intermediate,20,42343.91,2117.1955,5.571,Commodities,11794.896130499998
2081,19,Medium,Novice,15,16452.47,1096.8313333333333,0.6199999999999999,None,680.0354266666665
2082,29,Medium,Novice,13,19614.37,1508.7976923076922,3.3530769230769235,ETF,5059.114723668639
2083,63,Medium,Intermediate,18,36038.51,2002.1394444444445,-1.017777777777778,None,-2037.7330345679015
2084,60,Medium,Novice,15,43063.93,2870.9286666666667,-1.4653333333333334,None,-4206.867472888889
2085,29,Low,Intermediate,14,19401.29,1385.8064285714286,-0.2557142857142859,None,-354.3705010204084
2086,56,High,Novice,13,36988.78,2845.290769230769,-0.8776923076923079,None,-2497.2898213017756
2087,52,Low,Novice,18,35343.13,1963.507222222222,7.3500000000000005,None,14431.778083333333
2088,28,Medium,Intermediate,17,40493.55,2381.9735294117645,-0.6358823529411766,Real Estate,-1514.6549325259516
2089,60,Medium,Novice,7,11310.45,1615.7785714285712,2.1185714285714283,Bond,3423.14231632653
2090,57,High,Novice,9,16558.65,1839.8500000000001,1.5599999999999994,Index Fund,2870.1659999999993
2091,61,Medium,Expert,7,18413.5,2630.5,5.797142857142857,Bond,15249.384285714286
2092,23,Low,Novice,5,7569.82,1513.964,-7.562,Stock,-11448.595768
2093,19,High,Expert,16,14432.04,902.0025,3.426875,Real Estate,3091.0498171875
2094,31,Medium,Intermediate,5,11407.49,2281.498,15.142000000000001,ETF,34546.442716000005
2095,45,Medium,Intermediate,7,11451.99,1635.9985714285715,10.315714285714284,None,16876.493834693876
2096,30,Medium,Novice,14,20626.64,1473.3314285714284,-2.3892857142857147,Stock,-3520.2097346938776
2097,48,Low,Novice,15,32554.19,2170.2793333333334,3.8793333333333337,Bond,8419.236960444445
2098,27,Medium,Expert,16,48337.3,3021.0812499999997,-1.1437500000000003,ETF,-3455.3616796875003
2099,48,High,Intermediate,6,11993.05,1998.8416666666665,2.350000000000001,Commodities,4697.277916666668
2100,30,Medium,Expert,10,15166.06,1516.606,-3.6730000000000005,Commodities,-5570.493838
2101,21,Low,Intermediate,13,26751.88,2057.836923076923,1.2915384615384617,Commodities,2657.7755337278113
2102,63,High,Expert,13,16535.21,1271.9392307692308,9.283846153846154,None,11808.48813550296
